OID,lon,lat,FuelClass,class_id,split,source,role,NZTM_X,NZTM_Y,array_col,array_row,pre_B2,pre_B3,pre_B4,pre_B5,pre_B6,pre_B7,post_B2,post_B3,post_B4,post_B5,post_B6,post_B7,NBR_pre,NBR_post,dNBR,NDVI,NDMI,BSI,severity,dnbr_data,pre_source,grid_row,grid_col,elev,slope,northness,ephemeral_refugia,pre_analysis_valid,inside_aoi,clean_pre_mask,post_neg_refl,status,dist_to_main_m,ndvi_sd3,use_A3
175,172.643656,-43.602239,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1571240.2556170523,5172242.375360212,188,68,0.020797500386834145,0.042742498219013214,0.041395001113414764,0.2707175016403198,0.11525999754667282,0.05580500140786171,-0.007499999832361937,0.0225987508893013,0.02316249907016754,0.0824112519621849,0.07729624956846237,0.06367000192403793,0.6581858992576599,0.12829333543777466,446.2506103515625,0.734743058681488,0.40276312828063965,-0.3009125888347626,2.0,1.0,1.0,-172408.5,52374.5,293.0,23.213655471801758,-0.19766488671302795,0.0,1.0,1.0,1.0,1.0,core,,0.08997839,True
177,172.61717,-43.629852,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1569116.7621038542,5169166.154152549,117,171,0.021347500383853912,0.04826999828219414,0.030559999868273735,0.36949750781059265,0.11946749687194824,0.05124000087380409,0.02404250018298626,0.04510749876499176,0.03449250012636185,0.28235000371932983,0.11891750246286392,0.058307498693466187,0.7564277052879333,0.6576766967773438,15.109064102172852,0.8472219705581665,0.511345386505127,-0.44523894786834717,0.0,1.0,2.0,-172305.5,52303.5,251.0,11.517462730407715,0.6829073429107666,0.0,1.0,1.0,1.0,0.0,core,,0.016699314,True
180,172.608459,-43.62244,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1568410.1561433973,5169986.058867722,94,144,0.02750750072300434,0.06207500025629997,0.05167999863624573,0.32203251123428345,0.1390475034713745,0.07428500056266785,0.02881374955177307,0.03405249863862991,0.03300749883055687,0.05852749943733215,0.09887000173330307,0.11689624935388565,0.6251237988471985,-0.3327300250530243,874.2119140625,0.7234237790107727,0.3968617022037506,-0.2939516007900238,3.0,1.0,2.0,-172332.5,52280.5,214.0,15.981904983520508,0.36651375889778137,0.0,1.0,1.0,1.0,0.0,core,,0.02347637,True
181,172.629512,-43.622038,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1570108.531215572,5170038.498085268,150,142,0.025665000081062317,0.05682250112295151,0.042660001665353775,0.4122050106525421,0.1444375067949295,0.06897749751806259,0.03702250123023987,0.049617499113082886,0.0578950010240078,0.1160850003361702,0.13723249733448029,0.10676249861717224,0.7133000493049622,0.0418335422873497,587.8245849609375,0.8124278783798218,0.481040358543396,-0.40125685930252075,2.0,1.0,2.0,-172334.5,52336.5,381.0,17.332504272460938,0.9092312455177307,0.0,1.0,1.0,1.0,0.0,core,,0.020035163,True
182,172.620419,-43.63317,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1569380.5465814355,5168798.857908174,126,183,0.02329999953508377,0.0498649999499321,0.029075000435113907,0.48736250400543213,0.14496000111103058,0.05883000046014786,0.00919250026345253,0.03236125037074089,0.030188750475645065,0.1522199958562851,0.10580000281333923,0.08364874869585037,0.7845814228057861,0.29071781039237976,410.2216796875,0.8874016404151917,0.5414997935295105,-0.49164411425590515,2.0,1.0,2.0,-172293.5,52312.5,355.0,26.151369094848633,0.9594894051551819,0.0,1.0,1.0,1.0,0.0,core,,0.016698943,True
189,172.630822,-43.629933,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1570218.1218987922,5169162.145204819,154,171,0.013729999773204327,0.035372499376535416,0.0210999995470047,0.281360000371933,0.0849824994802475,0.03586750105023384,0.02604999952018261,0.03133000060915947,0.0344650000333786,0.0659250020980835,0.05913250148296356,0.04617999866604805,0.7738689184188843,0.1761295199394226,514.0974731445312,0.8604774475097656,0.5360488891601562,-0.47113773226737976,2.0,1.0,2.0,-172305.5,52340.5,311.0,27.77433967590332,-0.8986287117004395,0.0,1.0,1.0,1.0,0.0,core,,0.013979451,True
190,172.644539,-43.605392,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1571313.0189554414,5171892.507920446,191,80,0.018130000680685043,0.03889250010251999,0.030230000615119934,0.3027549982070923,0.1073400005698204,0.050222501158714294,0.03460250049829483,0.059654999524354935,0.06416500359773636,0.14900250732898712,0.1026649996638298,0.0762924998998642,0.7154351472854614,0.32273241877555847,309.0607604980469,0.8184302449226379,0.47651153802871704,-0.3998538553714752,2.0,1.0,1.0,-172396.5,52377.5,316.0,18.304780960083008,-0.20112191140651703,0.0,1.0,1.0,1.0,0.0,core,,0.07410591,True
193,172.60994,-43.626745,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1568531.8902221995,5169508.505260974,98,160,0.01969750039279461,0.0475274994969368,0.03399749845266342,0.34169501066207886,0.1113549992442131,0.055034998804330826,0.025651250034570694,0.024386249482631683,0.026531249284744263,0.05231250077486038,0.06818000227212906,0.05936624854803085,0.7225568890571594,-0.06316107511520386,702.0760498046875,0.8190141916275024,0.5084207057952881,-0.4263288378715515,3.0,1.0,2.0,-172316.5,52284.5,178.0,15.570693016052246,-0.8927780985832214,0.0,1.0,1.0,1.0,0.0,core,,0.0507504,True
194,172.607351,-43.629102,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1568324.2601280182,5169245.750920496,91,168,0.0321274995803833,0.06562250107526779,0.05907750129699707,0.32624000310897827,0.1461700052022934,0.0786300003528595,0.05561250075697899,0.05706999823451042,0.06487999856472015,0.09325999766588211,0.12799249589443207,0.13131999969482422,0.6115790009498596,-0.16947190463542938,697.4089965820312,0.6933567523956299,0.38117313385009766,-0.2716748118400574,3.0,1.0,2.0,-172308.5,52277.5,262.0,20.892654418945312,0.8673007488250732,0.0,1.0,1.0,1.0,0.0,core,,0.02976904,True
198,172.601766,-43.621948,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1567869.8970521523,5170038.133005155,76,142,0.03157750144600868,0.058252498507499695,0.05833499878644943,0.23070499300956726,0.1230975016951561,0.07136999815702438,-0.025663750246167183,-0.00419999985024333,-0.00855875015258789,0.030422499403357506,0.0777362510561943,0.07732374966144562,0.5274683237075806,-0.435293585062027,879.1199951171875,0.5963534712791443,0.3041456639766693,-0.18221154808998108,3.0,1.0,2.0,-172334.5,52262.5,77.0,16.69083023071289,-0.61500084400177,0.0,1.0,1.0,1.0,1.0,core,,0.038337223,True
199,172.624343,-43.627093,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1569694.0286422877,5169475.213349007,137,161,0.015462500043213367,0.03946999832987785,0.025197500362992287,0.2991800010204315,0.08333250135183334,0.037847500294446945,0.015132499858736992,0.03342000022530556,0.025857500731945038,0.21596500277519226,0.07343249768018723,0.04026750102639198,0.7754040956497192,0.6856955885887146,6.066537380218506,0.8446409106254578,0.5642887353897095,-0.4870649576187134,0.0,1.0,2.0,-172315.5,52323.5,446.0,25.456087112426758,-0.4158589839935303,0.0,1.0,1.0,1.0,0.0,core,,0.047136176,True
278,172.610706,-43.630762,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1568595.778878643,5169062.664492061,100,174,0.029377499595284462,0.05849999934434891,0.04813250154256821,0.40887749195098877,0.15777499973773956,0.07467000186443329,0.05346750095486641,0.057042498141527176,0.06342250108718872,0.09554249793291092,0.1538974940776825,0.17235000431537628,0.6911575198173523,-0.28671014308929443,894.2257690429688,0.7893590927124023,0.443133145570755,-0.36069703102111816,3.0,1.0,2.0,-172302.5,52286.5,283.0,21.63515853881836,0.5326269268989563,0.0,1.0,1.0,1.0,0.0,core,,0.03493483,True
279,172.617652,-43.631851,broadleaf_scrub,4,train,main,4-class · CORE model (main 176),1569156.6677853914,5168944.322932741,119,178,0.020742500200867653,0.048544999212026596,0.030339999124407768,0.4233975112438202,0.12780000269412994,0.054567500948905945,0.030656250193715096,0.04545124992728233,0.044708751142024994,0.07614125311374664,0.11465500295162201,0.13187000155448914,0.7716673612594604,-0.2679121792316437,955.9376220703125,0.8662663102149963,0.5362823605537415,-0.4748621881008148,3.0,1.0,2.0,-172298.5,52305.5,329.0,23.299640655517578,0.9876812100410461,0.0,1.0,1.0,1.0,0.0,core,,0.03198942,True
