PID,post_B2,post_B3,post_B4,post_B8,post_B11,post_B12,NBR_pre,NBR_post,dNBR
149,0.0357000008225441,0.04374999925494194,0.04874999821186066,0.13619999587535858,0.19904999434947968,0.16204999387264252,0.5441370606422424,-0.08667225390672684,630.809326171875
150,0.030500000342726707,0.05220000073313713,0.052799999713897705,0.28459998965263367,0.15710000693798065,0.09070000052452087,0.7505912184715271,0.516653299331665,233.9378662109375
151,0.02969999983906746,0.039900001138448715,0.06400000303983688,0.11259999871253967,0.15289999544620514,0.11620000004768372,0.672164261341095,-0.015734272077679634,687.8984985351562
152,0.031199999153614044,0.03790000081062317,0.048500001430511475,0.08810000121593475,0.1688999980688095,0.17270000278949738,0.23153527081012726,-0.32438650727272034,555.9217529296875
153,0.045099999755620956,0.06515000015497208,0.07859999686479568,0.2101999968290329,0.18185000121593475,0.11649999767541885,0.6321839094161987,0.28680747747421265,345.3764343261719
154,0.07635000348091125,0.09064999967813492,0.11020000278949738,0.24819999933242798,0.296999990940094,0.22095000743865967,0.4850390553474426,0.05808375030755997,426.955322265625
155,0.05640000104904175,0.06970000267028809,0.08399999886751175,0.1657000035047531,0.21040000021457672,0.17800000309944153,0.3613911271095276,-0.03578701987862587,397.17816162109375
156,0.03974999859929085,0.05505000054836273,0.0625,0.18709999322891235,0.19824999570846558,0.12894999980926514,0.5870720744132996,0.18398985266685486,403.0822448730469
157,0.043699998408555984,0.05299999937415123,0.06589999794960022,0.16040000319480896,0.2227499932050705,0.15805000066757202,0.47523659467697144,0.007379502058029175,467.8570861816406
158,0.037300001829862595,0.04280000180006027,0.04690000042319298,0.12549999356269836,0.19984999299049377,0.14880000054836273,0.5424304008483887,-0.08494351804256439,627.3739013671875
159,0.044599998742341995,0.061799999326467514,0.06780000030994415,0.18440000712871552,0.21639999747276306,0.13950000703334808,0.5572971701622009,0.13862302899360657,418.67413330078125
160,0.052299998700618744,0.07090000063180923,0.07800000160932541,0.2345000058412552,0.22360000014305115,0.15289999544620514,0.5327609777450562,0.2106350213289261,322.12591552734375
161,0.03844999894499779,0.052799999713897705,0.05844999849796295,0.1534000039100647,0.23624999821186066,0.20514999330043793,0.502129316329956,-0.14433130621910095,646.4606323242188
162,0.03180000185966492,0.039900001138448715,0.052400000393390656,0.09019999951124191,0.17329999804496765,0.17270000278949738,0.18787416815757751,-0.31380754709243774,501.68170166015625
163,0.10949999839067459,0.09279999881982803,0.0997999981045723,0.18279999494552612,0.3032500147819519,0.3104499876499176,0.49290603399276733,-0.2587937116622925,751.6997680664062
164,0.1014999970793724,0.09560000151395798,0.10109999775886536,0.15330000221729279,0.2718999981880188,0.29945001006126404,0.4908062517642975,-0.3228050768375397,813.611328125
165,0.05559999868273735,0.08129999786615372,0.08799999952316284,0.24120000004768372,0.2703999876976013,0.22130000591278076,0.4288646876811981,0.043027013540267944,385.8376770019531
