PID,post_B2,post_B3,post_B4,post_B8,post_B11,post_B12,NBR_pre,NBR_post,dNBR
166,0.04500000178813934,0.0551999993622303,0.05860000103712082,0.19089999794960022,0.217849999666214,0.1659500002861023,0.5514705777168274,0.06991732865571976,481.5532531738281
167,0.08139999955892563,0.0731000006198883,0.08340000361204147,0.12839999794960022,0.2175000011920929,0.22669999301433563,0.5984945893287659,-0.2768234312534332,875.3179931640625
168,0.041999999433755875,0.06424999982118607,0.06904999911785126,0.15240000188350677,0.20464999973773956,0.1574999988079071,0.5866189002990723,-0.016456911340355873,603.0758056640625
169,0.05779999867081642,0.06809999793767929,0.05900000035762787,0.32199999690055847,0.22030000388622284,0.12460000067949295,0.7065324783325195,0.44200626015663147,264.5262145996094
170,0.09059999883174896,0.10315000265836716,0.12080000340938568,0.3375999927520752,0.22190000116825104,0.15559999644756317,0.6878686547279358,0.36901864409446716,318.8499755859375
171,0.03799999877810478,0.05939999967813492,0.0697999969124794,0.3463999927043915,0.17409999668598175,0.0917000025510788,0.7662338018417358,0.5813741087913513,184.85968017578125
172,0.03139999881386757,0.04919999837875366,0.05649999901652336,0.1906999945640564,0.18185000121593475,0.11649999767541885,0.6065896153450012,0.2415364533662796,365.0531921386719
173,0.03269999846816063,0.05040000006556511,0.03880000114440918,0.32519999146461487,0.18719999492168427,0.11339999735355377,0.5893677473068237,0.48290014266967773,106.46760559082031
174,0.03200000151991844,0.025299999862909317,0.027300000190734863,0.05260000005364418,0.11860000342130661,0.13269999623298645,0.5678633451461792,-0.4322719871997833,1000.1353149414062
175,0.03629999980330467,0.04515000060200691,0.04984999820590019,0.14550000429153442,0.20360000431537628,0.15330000221729279,0.5458368062973022,-0.026104409247636795,571.9412231445312
176,0.023099999874830246,0.028200000524520874,0.040950000286102295,0.07180000096559525,0.14959999918937683,0.13465000689029694,0.5800976753234863,-0.30443209409713745,884.5297241210938
177,0.03044999949634075,0.04594999924302101,0.04769999906420708,0.13809999823570251,0.16859999299049377,0.13089999556541443,0.5521628260612488,0.026765810325741768,525.3970336914062
178,0.10939999669790268,0.10980000346899033,0.11159999668598175,0.2897999882698059,0.29170000553131104,0.1876000016927719,0.6843810677528381,0.2140762209892273,470.3048400878906
179,0.09130000323057175,0.09099999815225601,0.09560000151395798,0.1834000051021576,0.2840999960899353,0.25290000438690186,0.49187979102134705,-0.15929405391216278,651.173828125
180,0.04309999942779541,0.061000000685453415,0.061400000005960464,0.20499999821186066,0.19429999589920044,0.155799999833107,0.4882185757160187,0.13636362552642822,351.8549499511719
181,0.031599998474121094,0.03709999844431877,0.04769999906420708,0.0832500010728836,0.17339999973773956,0.19095000624656677,0.22894960641860962,-0.39277899265289307,621.7286376953125
182,0.03610000014305115,0.044599998742341995,0.05094999819993973,0.20280000567436218,0.17299999296665192,0.10520000010728836,0.6911704540252686,0.3168831169605255,374.28729248046875
183,0.02889999933540821,0.03629999980330467,0.050450000911951065,0.08955000340938568,0.1639000028371811,0.16134999692440033,0.4997754693031311,-0.28616976737976074,785.9452514648438
184,0.04659999907016754,0.06390000134706497,0.08500000089406967,0.16859999299049377,0.20110000669956207,0.17329999804496765,0.6388971209526062,-0.013746724463999271,652.6438598632812
185,0.026799999177455902,0.04270000010728836,0.04259999841451645,0.23319999873638153,0.15970000624656677,0.08699999749660492,0.6379289031028748,0.45658963918685913,181.33926391601562
186,0.03970000147819519,0.0458500012755394,0.04839999973773956,0.14980000257492065,0.19429999589920044,0.15185000002384186,0.5538057684898376,-0.006795946974307299,560.6017456054688
187,0.02500000037252903,0.040800001472234726,0.03375000134110451,0.25699999928474426,0.14350000023841858,0.07855000346899033,0.7122271656990051,0.5318134427070618,180.4137420654297
188,0.05900000035762787,0.08810000121593475,0.10980000346899033,0.266400009393692,0.28600001335144043,0.17249999940395355,0.420649915933609,0.2139439731836319,206.7059326171875
189,0.03970000147819519,0.04645000025629997,0.05920000001788139,0.1062999963760376,0.16854999959468842,0.15610000491142273,0.43540453910827637,-0.1897866129875183,625.191162109375
190,0.027249999344348907,0.033799998462200165,0.04830000177025795,0.08290000259876251,0.16500000655651093,0.16519999504089355,0.44269779324531555,-0.33172106742858887,774.4188232421875
191,0.05209999904036522,0.05820000171661377,0.06970000267028809,0.23819999396800995,0.20720000565052032,0.13220000267028809,0.44900062680244446,0.2861770987510681,162.8235321044922
192,0.046950001269578934,0.05550000071525574,0.058400001376867294,0.17479999363422394,0.19415000081062317,0.14315000176429749,0.45746251940727234,0.09954392910003662,357.9186096191406
193,0.061799999326467514,0.07479999959468842,0.0949999988079071,0.15369999408721924,0.22290000319480896,0.23614999651908875,0.2977604866027832,-0.21149161458015442,509.2521057128906
194,0.03530000150203705,0.03709999844431877,0.04729999974370003,0.0778999999165535,0.16840000450611115,0.17955000698566437,0.28447526693344116,-0.3948339521884918,679.3092651367188
195,0.04414999857544899,0.05025000125169754,0.06719999760389328,0.09700000286102295,0.21895000338554382,0.24310000240802765,0.2983662486076355,-0.4295795261859894,727.94580078125
196,0.01875000074505806,0.02329999953508377,0.023600000888109207,0.09510000050067902,0.08810000121593475,0.09025000035762787,0.3369896411895752,0.02616671286523342,310.82293701171875
197,0.039650000631809235,0.04259999841451645,0.052549999207258224,0.08410000056028366,0.20284999907016754,0.22214999794960022,0.2998259663581848,-0.45077550411224365,750.6014404296875
198,0.04360000044107437,0.045899998396635056,0.05460000038146973,0.0851999968290329,0.14534999430179596,0.15790000557899475,0.26899436116218567,-0.2990539073944092,568.0482788085938
199,0.032499998807907104,0.041600000113248825,0.05829999968409538,0.16060000658035278,0.15320000052452087,0.1193000003695488,0.5697728395462036,0.1475527137517929,422.2201232910156
200,0.040300000458955765,0.04830000177025795,0.06019999831914902,0.11100000143051147,0.12800000607967377,0.10890000313520432,0.6676489114761353,0.009549787268042564,658.09912109375
201,0.02810000069439411,0.034449998289346695,0.04764999821782112,0.08259999752044678,0.163100004196167,0.18035000562667847,0.26255759596824646,-0.37174370884895325,634.3013305664062
202,0.031700000166893005,0.04574999958276749,0.056449998170137405,0.11919999867677689,0.18655000627040863,0.14765000343322754,0.3929135799407959,-0.10661421716213226,499.5278015136719
203,0.041200000792741776,0.045099999755620956,0.05849999934434891,0.09120000153779984,0.19670000672340393,0.22100000083446503,0.214849591255188,-0.4157591164112091,630.6087036132812
204,0.03420000150799751,0.03819999843835831,0.048500001430511475,0.06459999829530716,0.17425000667572021,0.19744999706745148,0.27549830079078674,-0.5069643259048462,782.4625854492188
205,0.04170000180602074,0.04774999991059303,0.061799999326467514,0.08264999836683273,0.18105000257492065,0.20749999582767487,0.21690291166305542,-0.4302946627140045,647.1975708007812
206,0.04149999842047691,0.06319999694824219,0.0697999969124794,0.26579999923706055,0.15320000052452087,0.0982000008225441,0.7028642296791077,0.4604395627975464,242.42465209960938
207,0.03629999980330467,0.03759999945759773,0.045899998396635056,0.08829999715089798,0.14350000023841858,0.11680000275373459,0.6286227107048035,-0.13895663619041443,767.579345703125
208,0.0348999984562397,0.03485000133514404,0.03929999843239784,0.06159999966621399,0.14775000512599945,0.15845000743865967,0.26631519198417664,-0.44012725353240967,706.4424438476562
209,0.029249999672174454,0.03125,0.040150001645088196,0.08365000039339066,0.10339999943971634,0.09220000356435776,0.7184237241744995,-0.048621002584695816,767.0447387695312
210,0.02565000019967556,0.030300000682473183,0.039400000125169754,0.10350000113248825,0.15105000138282776,0.12354999780654907,0.6412805318832397,-0.08830652385950089,729.5870361328125
211,0.03889999911189079,0.04255000129342079,0.05380000174045563,0.08669999986886978,0.18469999730587006,0.18940000236034393,0.28932124376296997,-0.371966689825058,661.2879638671875
212,0.047200001776218414,0.05889999866485596,0.0731000006198883,0.09759999811649323,0.15150000154972076,0.1518000066280365,0.6391437649726868,-0.21732160449028015,856.46533203125
213,0.058800000697374344,0.07000000029802322,0.08669999986886978,0.12280000001192093,0.23309999704360962,0.20730000734329224,0.09262087941169739,-0.25598305463790894,348.60394287109375
214,0.04854999855160713,0.05350000038743019,0.06404999643564224,0.08384999632835388,0.17800000309944153,0.21539999544620514,0.18186324834823608,-0.43959900736808777,621.4622802734375
215,0.026799999177455902,0.03460000082850456,0.04879999905824661,0.08240000158548355,0.18780000507831573,0.16339999437332153,0.4393765926361084,-0.32953616976737976,768.9127807617188
216,0.06265000253915787,0.07649999856948853,0.09165000170469284,0.16699999570846558,0.21660000085830688,0.18334999680519104,0.3892901837825775,-0.04666762053966522,435.9577941894531
217,0.009800000116229057,0.017899999395012856,0.02419999986886978,0.10700000077486038,0.08299999684095383,0.052400000393390656,0.8086956739425659,0.34253451228141785,466.1611328125
218,0.027499999850988388,0.03359999880194664,0.04755000025033951,0.07259999960660934,0.1886499971151352,0.20739999413490295,0.31670376658439636,-0.4814285635948181,798.13232421875
219,0.025499999523162842,0.02500000037252903,0.03099999949336052,0.066600002348423,0.11415000259876251,0.12349999696016312,0.26633521914482117,-0.2993161082267761,565.6513671875
220,0.04360000044107437,0.051649998873472214,0.06759999692440033,0.1099499985575676,0.18649999797344208,0.20350000262260437,0.38402116298675537,-0.2984527051448822,682.473876953125
221,0.01720000058412552,0.023600000888109207,0.034699998795986176,0.08079999685287476,0.10700000077486038,0.09510000050067902,0.6971547603607178,-0.08129621297121048,778.4509887695312
222,0.04075000062584877,0.05454999953508377,0.07734999805688858,0.13050000369548798,0.23999999463558197,0.2048500031232834,0.4968850612640381,-0.22170865535736084,718.59375
223,0.05584999918937683,0.060499999672174454,0.06804999709129333,0.10849999636411667,0.19894999265670776,0.2016499936580658,0.2970414161682129,-0.3003385365009308,597.3799438476562
224,0.026000000536441803,0.03449999913573265,0.04520000144839287,0.11180000007152557,0.11289999634027481,0.09449999779462814,0.7109144926071167,0.08385846763849258,627.0559692382812
225,0.02889999933540821,0.03884999826550484,0.043049998581409454,0.19939999282360077,0.15119999647140503,0.10864999890327454,0.5675840973854065,0.29459503293037415,272.9891052246094
226,0.026599999517202377,0.029999999329447746,0.03849999979138374,0.066600002348423,0.14509999752044678,0.14800000190734863,0.4601542353630066,-0.37931033968925476,839.464599609375
227,0.030050000175833702,0.03474999964237213,0.046950001269578934,0.08309999853372574,0.12700000405311584,0.10984999686479568,0.7293108105659485,-0.13863694667816162,867.94775390625
228,0.049400001764297485,0.05420000106096268,0.06539999693632126,0.09610000252723694,0.20069999992847443,0.22734999656677246,0.2979111671447754,-0.4057813882827759,703.6925659179688
229,0.054499998688697815,0.0729999989271164,0.10239999741315842,0.15940000116825104,0.26930001378059387,0.2768000066280365,0.40909090638160706,-0.26914259791374207,678.2335205078125
230,0.03920000046491623,0.0434500016272068,0.05674999952316284,0.07850000262260437,0.1762000024318695,0.1899999976158142,0.17365266382694244,-0.41527000069618225,588.9226684570312
231,0.03590000048279762,0.04470000043511391,0.0604499988257885,0.12049999833106995,0.15950000286102295,0.13819999992847443,0.7233429551124573,-0.06841902434825897,791.761962890625
232,0.017400000244379044,0.021199999377131462,0.030799999833106995,0.05429999902844429,0.09920000284910202,0.08049999922513962,0.7845351696014404,-0.19436201453208923,978.897216796875
233,0.0272000003606081,0.0284000001847744,0.04190000146627426,0.08980000019073486,0.12039999663829803,0.10040000081062317,0.695212185382843,-0.05573081225156784,750.9429931640625
234,0.012500000186264515,0.021199999377131462,0.02280000038444996,0.1428000032901764,0.08900000154972076,0.055399999022483826,0.7674117088317871,0.44096872210502625,326.4429931640625
235,0.03579999879002571,0.04560000076889992,0.05180000141263008,0.1687999963760376,0.14419999718666077,0.11479999870061874,0.5821845531463623,0.19040901958942413,391.7755126953125
236,0.01759999990463257,0.023000000044703484,0.03009999915957451,0.09390000253915787,0.08184999972581863,0.06084999814629555,0.7857605218887329,0.21357029676437378,572.190185546875
237,0.04764999821782112,0.06345000118017197,0.08129999786615372,0.15150000154972076,0.2562499940395355,0.23890000581741333,0.37099525332450867,-0.22387295961380005,594.8682250976562
238,0.04270000010728836,0.050450000911951065,0.06239999830722809,0.09120000153779984,0.187049999833107,0.19470000267028809,0.30395275354385376,-0.36201468110084534,665.9674072265625
239,0.03200000151991844,0.04019999876618385,0.05420000106096268,0.09969999641180038,0.11840000003576279,0.09960000216960907,0.65688157081604,0.0005017272778786719,656.3798217773438
240,0.03905000165104866,0.05429999902844429,0.07880000025033951,0.13895000517368317,0.23624999821186066,0.2076999992132187,0.43925952911376953,-0.19832682609558105,637.5863647460938
241,0.009100000374019146,0.015399999916553497,0.02250000089406967,0.15379999577999115,0.0786999985575676,0.04450000077486038,0.7898575067520142,0.5511850714683533,238.67242431640625
242,0.01640000008046627,0.02419999986886978,0.041200000792741776,0.10339999943971634,0.09619999676942825,0.06939999759197235,0.6926020383834839,0.19675926864147186,495.8427734375
