FID,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NBR,NDWI,NDRE,BSI
15,0.029349999502301216,0.05900000035762787,0.05855000019073486,0.1234000027179718,0.2519499957561493,0.3064500093460083,0.32760000228881836,0.36629998683929443,0.2057500034570694,0.1080000028014183,0.6967499852180481,0.5041322112083435,-0.6947749853134155,0.4527716040611267,-0.1491347998380661
16,0.02969999983906746,0.06129999831318855,0.054499998688697815,0.12939999997615814,0.29919999837875366,0.36899998784065247,0.3953999876976013,0.42739999294281006,0.2037999927997589,0.10315000265836716,0.7577239274978638,0.586199939250946,-0.7315524220466614,0.5068597197532654,-0.244073748588562
17,0.02979999966919422,0.05420000106096268,0.052799999713897705,0.11909999698400497,0.27079999446868896,0.32919999957084656,0.3483999967575073,0.3797000050544739,0.18860000371932983,0.09920000284910202,0.7367896437644958,0.5567470788955688,-0.7307501435279846,0.49048128724098206,-0.22078759968280792
18,0.026599999517202377,0.05130000039935112,0.039650000631809235,0.10029999911785126,0.23684999346733093,0.2924500107765198,0.3253999948501587,0.33524999022483826,0.18365000188350677,0.09544999897480011,0.782769501209259,0.5463942289352417,-0.7276347279548645,0.5287761092185974,-0.2237093597650528
19,0.016349999234080315,0.03620000183582306,0.028699999675154686,0.07644999772310257,0.22544999420642853,0.27524998784065247,0.3077000081539154,0.3050999939441681,0.1415500044822693,0.06939999759197235,0.8293697834014893,0.6319279074668884,-0.7894736528396606,0.6019784212112427,-0.3111470639705658
20,0.04100000113248825,0.07660000026226044,0.09440000355243683,0.1696999967098236,0.27059999108314514,0.3172000050544739,0.3271999955177307,0.3668000102043152,0.2888999879360199,0.17159999907016754,0.552182137966156,0.31194868683815,-0.6206042766571045,0.3169651925563812,0.020093141123652458
21,0.0714000016450882,0.10459999740123749,0.1387999951839447,0.19110000133514404,0.24940000474452972,0.28299999237060547,0.3046000003814697,0.33340001106262207,0.3343000113964081,0.20319999754428864,0.3739287555217743,0.19968491792678833,-0.48875856399536133,0.22896912693977356,0.1143563836812973
22,0.02669999934732914,0.04904999956488609,0.05040000006556511,0.10715000331401825,0.22304999828338623,0.26969999074935913,0.26989999413490295,0.32545000314712524,0.19075000286102295,0.10209999978542328,0.685295045375824,0.4510752558708191,-0.6924282908439636,0.4316403567790985,-0.10311481356620789
23,0.03150000050663948,0.053599998354911804,0.05900000035762787,0.12020000070333481,0.23090000450611115,0.2881999909877777,0.2971999943256378,0.3400000035762787,0.1940000057220459,0.11060000211000443,0.6687254309654236,0.4575772285461426,-0.6944127678871155,0.4240536689758301,-0.13013578951358795
24,0.050599999725818634,0.08269999921321869,0.09740000218153,0.17630000412464142,0.26170000433921814,0.30000001192092896,0.33399999141693115,0.3610999882221222,0.28380000591278076,0.16290000081062317,0.5484468936920166,0.3443348705768585,-0.6030717492103577,0.3090338706970215,-0.004439779557287693
25,0.029650000855326653,0.053950000554323196,0.047600001096725464,0.1088000014424324,0.23180000483989716,0.28345000743865967,0.3215999901294708,0.33160001039505005,0.19210000336170197,0.10289999842643738,0.7421451807022095,0.5151943564414978,-0.7126880288124084,0.4944237768650055,-0.188763827085495
26,0.03099999949336052,0.05620000138878822,0.05939999967813492,0.13510000705718994,0.26429998874664307,0.3212999999523163,0.35120001435279846,0.3788999915122986,0.24480000138282776,0.12999999523162842,0.7106673121452332,0.4596841633319855,-0.724104106426239,0.4443759024143219,-0.11363638192415237
27,0.03319999948143959,0.057500001043081284,0.06920000165700912,0.12099999934434891,0.1940000057220459,0.23190000653266907,0.2484000027179718,0.27584999799728394,0.21764999628067017,0.12115000188350677,0.5642317533493042,0.34433770179748535,-0.6240601539611816,0.34488359093666077,0.009235633537173271
28,0.027899999171495438,0.0531499981880188,0.041749998927116394,0.09019999951124191,0.26330000162124634,0.31220000982284546,0.31529998779296875,0.34915000200271606,0.15985000133514404,0.07750000059604645,0.7661392092704773,0.60539710521698,-0.7114940881729126,0.555117130279541,-0.2599118649959564
29,0.030249999836087227,0.05624999850988388,0.05355000123381615,0.12240000069141388,0.2549999952316284,0.3052999973297119,0.319599986076355,0.353300005197525,0.20524999499320984,0.11105000227689743,0.712984025478363,0.4842679500579834,-0.7006784677505493,0.44615381956100464,-0.14959335327148438
30,0.01425000000745058,0.03635000064969063,0.030150000005960464,0.0904499962925911,0.2087000012397766,0.24854999780654907,0.2621000111103058,0.2842000126838684,0.16175000369548798,0.08720000088214874,0.7936698198318481,0.5007157325744629,-0.7564080953598022,0.4868813157081604,-0.18035238981246948
31,0.03229999914765358,0.06260000169277191,0.06509999930858612,0.09619999676942825,0.20180000364780426,0.23720000684261322,0.25609999895095825,0.26054999232292175,0.16040000319480896,0.09974999725818634,0.594645082950592,0.4393705427646637,-0.6071540713310242,0.4538745582103729,-0.12239734828472137
