FID,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,NBR,NDWI,NDRE,BSI
95,0.047200001776218414,0.0851999968290329,0.08389999717473984,0.18970000743865967,0.35659998655319214,0.4074999988079071,0.41600000858306885,0.4456000030040741,0.27880001068115234,0.16439999639987946,0.6643328666687012,0.4334941506385803,-0.6600160002708435,0.3736172914505005,-0.1216854378581047
96,0.0203000009059906,0.033799998462200165,0.029400000348687172,0.05790000036358833,0.15809999406337738,0.1910499930381775,0.18930000066757202,0.2065500020980835,0.13734999299049377,0.08380000293254852,0.7311385273933411,0.3863053619861603,-0.6969968676567078,0.5315533876419067,-0.11385680735111237
97,0.03970000147819519,0.05245000123977661,0.06639999896287918,0.07975000143051147,0.0840499997138977,0.09279999881982803,0.09809999912977219,0.11219999939203262,0.21594999730587006,0.1509999930858612,0.1927051693201065,-0.21236449480056763,-0.3032214939594269,0.10317682474851608,0.3440437912940979
98,0.055399999022483826,0.10159999877214432,0.10019999742507935,0.19820000231266022,0.36169999837875366,0.41370001435279846,0.42320001125335693,0.46790000796318054,0.2750999927520752,0.15610000491142273,0.6171188354492188,0.46107369661331177,-0.6128048896789551,0.36208561062812805,-0.12097437679767609
99,0.03539999946951866,0.061500001698732376,0.06019999831914902,0.14920000731945038,0.2517000138759613,0.29510000348091125,0.3199999928474426,0.3481000065803528,0.2273000031709671,0.12099999934434891,0.6833245754241943,0.4512471556663513,-0.6775884628295898,0.3640238344669342,-0.10561516880989075
100,0.025499999523162842,0.045499999076128006,0.03750000149011612,0.07020000368356705,0.25609999895095825,0.3181000053882599,0.3319999873638153,0.3463999927043915,0.1257999986410141,0.06440000236034393,0.7970229983329773,0.6750756502151489,-0.7589403986930847,0.6509199142456055,-0.37288784980773926
101,0.007400000002235174,0.020800000056624413,0.02019999921321869,0.05209999904036522,0.131400004029274,0.1623000055551529,0.17339999973773956,0.1915999948978424,0.11810000240802765,0.06480000168085098,0.7913223505020142,0.45591938495635986,-0.78578782081604,0.5379157662391663,-0.13318708539009094
102,0.03759999945759773,0.06440000236034393,0.07580000162124634,0.12610000371932983,0.2526000142097473,0.3019999861717224,0.3050000071525574,0.3434000015258789,0.20669999718666077,0.11169999837875366,0.6018907427787781,0.4638828933238983,-0.6513264775276184,0.41498491168022156,-0.09614463150501251
103,0.02160000056028366,0.04050000011920929,0.03784999996423721,0.0758500024676323,0.1561499983072281,0.18389999866485596,0.20329999923706055,0.2065500020980835,0.15309999883174896,0.08730000257492065,0.6860874891281128,0.3991740942001343,-0.66776043176651,0.4565645456314087,-0.08164002001285553
104,0.04774999991059303,0.06984999775886536,0.08224999904632568,0.11829999834299088,0.22200000286102295,0.26875001192092896,0.28769999742507935,0.3080500066280365,0.20640000700950623,0.12325000017881393,0.5553452968597412,0.40017032623291016,-0.6092854142189026,0.4172413945198059,-0.0749879702925682
105,0.020600000396370888,0.03799999877810478,0.03150000050663948,0.09030000120401382,0.23559999465942383,0.295199990272522,0.28279998898506165,0.32010000944137573,0.14720000326633453,0.08269999921321869,0.7995545268058777,0.5474691987037659,-0.7630922794342041,0.5159474611282349,-0.2586599886417389
106,0.006300000008195639,0.01940000057220459,0.01489999983459711,0.03959999978542328,0.13369999825954437,0.16210000216960907,0.18379999697208405,0.18529999256134033,0.09989999979734421,0.04820000007748604,0.8500251770019531,0.584482729434967,-0.8090550899505615,0.6454789638519287,-0.24696621298789978
107,0.017400000244379044,0.038750000298023224,0.022299999371170998,0.08164999634027481,0.2468000054359436,0.3052000105381012,0.3091000020503998,0.3393999934196472,0.1307000070810318,0.061500001698732376,0.8654194474220276,0.6681057810783386,-0.777202844619751,0.5820857286453247,-0.361835241317749
108,0.03424999862909317,0.05559999868273735,0.05739999935030937,0.10760000348091125,0.2175000011920929,0.26669999957084656,0.30250000953674316,0.31154999136924744,0.19679999351501465,0.10554999858140945,0.6810225248336792,0.4826614558696747,-0.6894722580909729,0.4752499461174011,-0.1396903544664383
109,0.02810000069439411,0.05609999969601631,0.0568000003695488,0.10909999907016754,0.21979999542236328,0.26989999413490295,0.30079999566078186,0.3167000114917755,0.20890000462532043,0.11410000175237656,0.68232661485672,0.4499879479408264,-0.685626208782196,0.46767503023147583,-0.10628993064165115
110,0.02410000003874302,0.03164999932050705,0.029249999672174454,0.052949998527765274,0.1423500031232834,0.1691499948501587,0.20080000162124634,0.1981000006198883,0.12484999746084213,0.07005000114440918,0.7457074522972107,0.48273950815200806,-0.7276833653450012,0.5826601386070251,-0.18680739402770996
111,0.032099999487400055,0.058800000697374344,0.04969999939203262,0.10980000346899033,0.295199990272522,0.35280001163482666,0.3783999979496002,0.3968999981880188,0.16500000655651093,0.08420000225305557,0.7678112387657166,0.6359705924987793,-0.7310155630111694,0.5501843094825745,-0.31317976117134094
112,0.01979999989271164,0.03660000115633011,0.03959999978542328,0.06750000268220901,0.18410000205039978,0.23499999940395355,0.23759999871253967,0.25679999589920044,0.14090000092983246,0.08079999685287476,0.7142857313156128,0.4924623370170593,-0.7330415844917297,0.5575221180915833,-0.17561087012290955
113,0.045099999755620956,0.060600001364946365,0.0807500034570694,0.089649997651577,0.13979999721050262,0.16965000331401825,0.20080000162124634,0.1985500007867813,0.17694999277591705,0.1067499965429306,0.4263896048069,0.30580395460128784,-0.5363427400588989,0.38268205523490906,0.023431284353137016
114,0.010300000198185444,0.032499998807907104,0.012299999594688416,0.06620000302791595,0.28299999237060547,0.35659998655319214,0.3328000009059906,0.37540000677108765,0.08950000256299973,0.03539999946951866,0.9287163019180298,0.8077132105827332,-0.8220640420913696,0.6681703925132751,-0.5423690676689148
115,0.06724999845027924,0.09144999831914902,0.1140500009059906,0.15655000507831573,0.24070000648498535,0.2771500051021576,0.3052000105381012,0.31839999556541443,0.2350499927997589,0.1456499993801117,0.45593321323394775,0.3538871109485626,-0.5388882160186768,0.3219274580478668,-0.03236091136932373
116,0.027400000020861626,0.05009999871253967,0.046799998730421066,0.09480000287294388,0.18725000321865082,0.210999995470047,0.21870000660419464,0.23770000040531158,0.16949999332427979,0.1023000031709671,0.6474576592445374,0.36261680722236633,-0.6272321343421936,0.39521530270576477,-0.06444639712572098
117,0.027950000017881393,0.04039999842643738,0.042750000953674316,0.08844999969005585,0.1793999969959259,0.22100000083446503,0.2379000037908554,0.2546499967575073,0.1764499992132187,0.10145000368356705,0.6953500509262085,0.40209221839904785,-0.709665834903717,0.45794394612312317,-0.0961756557226181
118,0.00839999970048666,0.019349999725818634,0.01744999922811985,0.031449999660253525,0.09950000047683716,0.12835000455379486,0.15489999949932098,0.14229999482631683,0.07805000245571136,0.03920000046491623,0.7975050806999207,0.596084475517273,-0.777905285358429,0.6624631285667419,-0.2619783580303192
119,0.02329999953508377,0.0421999990940094,0.03550000116229057,0.08980000019073486,0.2549000084400177,0.31450000405311584,0.32440000772476196,0.3481000065803528,0.1509999930858612,0.08609999716281891,0.8027229905128479,0.5805115699768066,-0.7697763442993164,0.5663930773735046,-0.30175966024398804
120,0.03180000185966492,0.05460000038146973,0.06040000170469284,0.121799997985363,0.2485000044107437,0.2992999851703644,0.31520000100135803,0.3377000093460083,0.1996999979019165,0.11860000342130661,0.6783812642097473,0.4532042443752289,-0.7047052383422852,0.44256293773651123,-0.1431395262479782
121,0.026000000536441803,0.042399998754262924,0.03669999912381172,0.08619999885559082,0.21860000491142273,0.257999986410141,0.266400009393692,0.30410000681877136,0.15219999849796295,0.08309999853372574,0.7578356862068176,0.5244635343551636,-0.7253886461257935,0.5110607147216797,-0.2150426208972931
122,0.03355000168085098,0.05119999870657921,0.049800001084804535,0.09149999916553497,0.2053000032901764,0.24975000321865082,0.25459998846054077,0.28314998745918274,0.17104999721050262,0.09634999930858612,0.6727989315986633,0.45091891288757324,-0.6651406288146973,0.47125107049942017,-0.13222002983093262
123,0.02590000070631504,0.052549999207258224,0.03880000114440918,0.0885000005364418,0.2687999904155731,0.320499986410141,0.3707999885082245,0.36149999499320984,0.1578499972820282,0.0820000022649765,0.810546875,0.637809157371521,-0.7517420649528503,0.614630937576294,-0.33715343475341797
124,0.06260000169277191,0.09459999948740005,0.1111999973654747,0.1251000016927719,0.24070000648498535,0.28189998865127563,0.3009999990463257,0.31929999589920044,0.18809999525547028,0.12240000069141388,0.46045610308647156,0.42182332277297974,-0.52173912525177,0.41281387209892273,-0.09699805080890656
125,0.012450000271201134,0.024399999529123306,0.021150000393390656,0.05609999969601631,0.15160000324249268,0.18754999339580536,0.18639999628067017,0.2110999971628189,0.11509999632835388,0.066600002348423,0.7961936593055725,0.4735177755355835,-0.7685009241104126,0.5373196005821228,-0.18680991232395172
126,0.043299999088048935,0.066600002348423,0.06859999895095825,0.10980000346899033,0.21160000562667847,0.25609999895095825,0.2996000051498413,0.2770000100135803,0.18780000507831573,0.11580000072717667,0.6273764371871948,0.4424650967121124,-0.6362643241882324,0.46360528469085693,-0.1443350613117218
127,0.04610000178217888,0.07045000046491623,0.07594999670982361,0.12349999696016312,0.23794999718666077,0.29179999232292175,0.3407999873161316,0.32785001397132874,0.18565000593662262,0.10300000011920929,0.6355128884315491,0.5358269214630127,-0.6573860049247742,0.4680163562297821,-0.19321508705615997
128,0.015350000001490116,0.03680000081658363,0.019950000569224358,0.06485000252723694,0.2353000044822693,0.29120001196861267,0.2946000099182129,0.321150004863739,0.11959999799728394,0.05480000004172325,0.8731521368026733,0.6863194108009338,-0.777911901473999,0.6391709446907043,-0.379087895154953
129,0.03460000082850456,0.03669999912381172,0.0364999994635582,0.0406000018119812,0.12700000405311584,0.13650000095367432,0.1834000051021576,0.15449999272823334,0.11069999635219574,0.055399999022483826,0.6680309176445007,0.5360134243965149,-0.6665152311325073,0.637499988079071,-0.19386640191078186
130,0.015850000083446503,0.035349998623132706,0.04650000110268593,0.09525000303983688,0.21674999594688416,0.2755500078201294,0.2822999954223633,0.3215999901294708,0.15494999289512634,0.07779999822378159,0.7171532511711121,0.5678977966308594,-0.7774279713630676,0.4954310357570648,-0.1935548484325409
131,0.01355000026524067,0.03310000151395798,0.03269999846816063,0.07545000314712524,0.2287999987602234,0.28859999775886536,0.3118000030517578,0.3249000012874603,0.1290999948978424,0.0628499984741211,0.8101596832275391,0.6644868850708008,-0.8080602884292603,0.6103292107582092,-0.3357282280921936
132,0.04774999991059303,0.06984999775886536,0.08224999904632568,0.11829999834299088,0.22200000286102295,0.26875001192092896,0.28769999742507935,0.3080500066280365,0.20640000700950623,0.12325000017881393,0.5553452968597412,0.40017032623291016,-0.6092854142189026,0.4172413945198059,-0.0749879702925682
133,0.03020000085234642,0.061400000005960464,0.05139999836683273,0.11270000040531158,0.2797999978065491,0.33739998936653137,0.3564000129699707,0.37720000743865967,0.17339999973773956,0.09179999679327011,0.7479156851768494,0.590361475944519,-0.7060794830322266,0.5195054411888123,-0.2646385431289673
134,0.019950000569224358,0.0328500010073185,0.030649999156594276,0.06939999759197235,0.13339999318122864,0.16064999997615814,0.15160000324249268,0.1782499998807907,0.13975000381469727,0.08349999785423279,0.6636488437652588,0.28966400027275085,-0.6438059210777283,0.37194573879241943,-0.003363067051395774
135,0.04235000163316727,0.05719999969005585,0.07400000095367432,0.12014999985694885,0.21975000202655792,0.26080000400543213,0.2896000146865845,0.3068999946117401,0.21044999361038208,0.11710000038146973,0.5929592847824097,0.42414557933807373,-0.6701269149780273,0.4135448634624481,-0.07706038653850555
136,0.03680000081658363,0.05620000138878822,0.05079999938607216,0.08789999783039093,0.2402999997138977,0.28450000286102295,0.31520000100135803,0.3181000053882599,0.1444000005722046,0.08229999989271164,0.7224043607711792,0.5859119296073914,-0.6973613500595093,0.5638799667358398,-0.28654971718788147
137,0.019099999219179153,0.02979999966919422,0.03400000184774399,0.07240000367164612,0.14259999990463257,0.1720999926328659,0.1979999989271164,0.19679999351501465,0.15760000050067902,0.10000000149011612,0.7068965435028076,0.3288590610027313,-0.738366961479187,0.46449702978134155,-0.0623929426074028
138,0.032099999487400055,0.052799999713897705,0.052149999886751175,0.10655000060796738,0.2188500016927719,0.26794999837875366,0.29030001163482666,0.3127500116825104,0.19165000319480896,0.10109999775886536,0.6954299807548523,0.48339298367500305,-0.692218005657196,0.46302130818367004,-0.13882021605968475
139,0.03164999932050705,0.05795000120997429,0.06764999777078629,0.11005000025033951,0.19134999811649323,0.22474999725818634,0.26030001044273376,0.2630000114440918,0.21985000371932983,0.1347000002861023,0.5874371528625488,0.31797468662261963,-0.6358209252357483,0.4056973159313202,-0.007679710164666176
140,0.03590000048279762,0.06499999761581421,0.06639999896287918,0.1177000030875206,0.22360000014305115,0.26660001277923584,0.3050000071525574,0.3190000057220459,0.20909999310970306,0.12060000002384186,0.6424340605735779,0.4332706928253174,-0.6486486792564392,0.4431038498878479,-0.10609996318817139
141,0.049300000071525574,0.07625000178813934,0.08950000256299973,0.12970000505447388,0.22550000250339508,0.2614000141620636,0.29350000619888306,0.2989499866962433,0.19370000064373016,0.11219999939203262,0.5326370596885681,0.4468819499015808,-0.587559163570404,0.3870510458946228,-0.09520766884088516
142,0.021649999544024467,0.03830000013113022,0.03680000081658363,0.06360000371932983,0.16359999775886536,0.1976500004529953,0.225600004196167,0.22564999759197235,0.1256999969482422,0.07109999656677246,0.7195121645927429,0.5207280516624451,-0.709738552570343,0.5601659417152405,-0.20683345198631287
143,0.02410000003874302,0.047200001776218414,0.04659999907016754,0.09759999811649323,0.20909999310970306,0.25270000100135803,0.2833999991416931,0.2937000095844269,0.17329999804496765,0.09629999846220016,0.7175757884979248,0.4927574396133423,-0.7144585251808167,0.48766404390335083,-0.16609784960746765
144,0.010099999606609344,0.024299999698996544,0.019600000232458115,0.06129999831318855,0.14910000562667847,0.18940000236034393,0.18240000307559967,0.20180000364780426,0.13449999690055847,0.0714000016450882,0.805940568447113,0.4373522400856018,-0.764876663684845,0.49692246317863464,-0.11079055070877075
145,0.015300000086426735,0.03294999897480011,0.03334999829530716,0.05700000002980232,0.15119999647140503,0.19014999270439148,0.23180000483989716,0.21154999732971191,0.12514999508857727,0.06719999760389328,0.7484443187713623,0.5505017042160034,-0.7510859370231628,0.6052631735801697,-0.21844184398651123
146,0.08434999734163284,0.094200000166893,0.10429999977350235,0.12105000019073486,0.2041500061750412,0.2409999966621399,0.21250000596046448,0.27160000801086426,0.23119999468326569,0.15494999289512634,0.3415404260158539,0.15661998093128204,-0.3857189416885376,0.2741717994213104,0.061121199280023575
147,0.04230000078678131,0.06599999964237213,0.07419999688863754,0.10440000146627426,0.23729999363422394,0.2904999852180481,0.3107999861240387,0.33820000290870667,0.18610000610351562,0.10419999808073044,0.614545464515686,0.4978313148021698,-0.6496815085411072,0.4971098005771637,-0.15128788352012634
148,0.022099999710917473,0.04179999977350235,0.049400001764297485,0.08320000022649765,0.19030000269412994,0.226500004529953,0.251800000667572,0.24869999289512634,0.1696999967098236,0.09210000187158585,0.671978771686554,0.4643791615962982,-0.7152588367462158,0.5032835602760315,-0.11115618795156479
149,0.05779999867081642,0.09000000357627869,0.11060000211000443,0.17270000278949738,0.24070000648498535,0.2703999876976013,0.3086000084877014,0.32739999890327454,0.2939999997615814,0.17810000479221344,0.472328245639801,0.2681323289871216,-0.5484194755554199,0.2823602855205536,0.04954603686928749
150,0.03739999979734421,0.06430000066757202,0.0689999982714653,0.12189999967813492,0.22705000638961792,0.2672500014305115,0.30379998683929443,0.310699999332428,0.24165000021457672,0.13654999434947968,0.6298283338546753,0.37981152534484863,-0.6506384015083313,0.4272961914539337,-0.04686659201979637
151,0.051750000566244125,0.0694499984383583,0.07119999825954437,0.1051499992609024,0.1761000007390976,0.20720000565052032,0.23880000412464142,0.24255000054836273,0.16664999723434448,0.09880000352859497,0.540645182132721,0.4146919250488281,-0.5493917465209961,0.38857394456863403,-0.0997350662946701
152,0.02800000086426735,0.05615000054240227,0.042649999260902405,0.12099999934434891,0.3183000087738037,0.39739999175071716,0.4284000098705292,0.4547500014305115,0.18320000171661377,0.09009999781847,0.8189151883125305,0.6524590253829956,-0.7682386040687561,0.5595194697380066,-0.3379260003566742
153,0.013749999925494194,0.03384999930858612,0.020600000396370888,0.08205000311136246,0.2724500000476837,0.3389500081539154,0.31700000166893005,0.3715499937534332,0.1412000060081482,0.06994999945163727,0.8779621124267578,0.6384545564651489,-0.8070400357246399,0.5887733101844788,-0.3430108428001404
154,0.03139999881386757,0.06679999828338623,0.05790000036358833,0.14010000228881836,0.2833999991416931,0.3368000090122223,0.3707999885082245,0.3882000148296356,0.20090000331401825,0.0989999994635582,0.7298810482025146,0.5785440802574158,-0.6946983337402344,0.4515560567378998,-0.21694400906562805
155,0.04650000110268593,0.08470000326633453,0.08055000007152557,0.16854999959468842,0.3495999872684479,0.41324999928474426,0.4375999867916107,0.477400004863739,0.2533999979496002,0.13535000383853912,0.6890861392021179,0.5275329351425171,-0.6756653189659119,0.443867027759552,-0.18354623019695282
156,0.03359999880194664,0.05180000141263008,0.05860000103712082,0.11339999735355377,0.21979999542236328,0.260699987411499,0.2930000126361847,0.3199999928474426,0.1728000044822693,0.08649999648332596,0.6666666865348816,0.5441370606422424,-0.6995359659194946,0.4419291615486145,-0.17060932517051697
157,0.021700000390410423,0.06199999898672104,0.03099999949336052,0.12380000203847885,0.4172999858856201,0.5013999938964844,0.5551999807357788,0.5425999760627747,0.18649999797344208,0.07909999787807465,0.8942340612411499,0.7505912184715271,-0.7990926504135132,0.6353460550308228,-0.45241689682006836
158,0.01590000092983246,0.05180000141263008,0.026599999517202377,0.10989999771118164,0.34709998965263367,0.43959999084472656,0.4968000054359436,0.4733000099658966,0.19370000064373016,0.09740000218153,0.8983569145202637,0.672164261341095,-0.8111556768417358,0.6377122402191162,-0.3989085853099823
159,0.0406000018119812,0.06129999831318855,0.0706000030040741,0.1039000004529953,0.17870000004768372,0.20550000667572021,0.22259999811649323,0.2475000023841858,0.23399999737739563,0.1388999968767166,0.5184174180030823,0.23153527081012726,-0.5681577920913696,0.36355283856391907,0.07291299849748611
160,0.025499999523162842,0.0507499985396862,0.034699998795986176,0.09144999831914902,0.26409998536109924,0.33169999718666077,0.35499998927116394,0.36880001425743103,0.16204999387264252,0.07999999821186066,0.8219143152236938,0.6321839094161987,-0.7498459815979004,0.5903236865997314,-0.3183196187019348
161,0.0694499984383583,0.10000000149011612,0.11225000023841858,0.18240000307559967,0.3156999945640564,0.36924999952316284,0.38960000872612,0.43230000138282776,0.24695000052452087,0.13510000705718994,0.5526551604270935,0.4850390553474426,-0.5915032625198364,0.36223775148391724,-0.12202872335910797
162,0.04154999926686287,0.06889999657869339,0.06310000270605087,0.10975000262260437,0.23180000483989716,0.2707499861717224,0.2700999975204468,0.3018999993801117,0.21729999780654907,0.1266999989748001,0.6212484836578369,0.3613911271095276,-0.5935103297233582,0.42214030027389526,-0.05278269946575165
163,0.031099999323487282,0.05920000001788139,0.05640000104904175,0.11990000307559967,0.30480000376701355,0.3774000108242035,0.373199999332428,0.42910000681877136,0.18619999289512634,0.09709999710321426,0.7374301552772522,0.5870720744132996,-0.7261794805526733,0.5136889219284058,-0.24996136128902435
164,0.04699999839067459,0.0737999975681305,0.08640000224113464,0.1445000022649765,0.23954999446868896,0.27619999647140503,0.3000999987125397,0.3250499963760376,0.20160000026226044,0.1067499965429306,0.5529107451438904,0.47523659467697144,-0.6052420735359192,0.3499774932861328,-0.09305620193481445
165,0.032600000500679016,0.05979999899864197,0.05979999899864197,0.1316000074148178,0.26339998841285706,0.3165000081062317,0.3407999873161316,0.37720000743865967,0.20149999856948853,0.10109999775886536,0.7014478445053101,0.5424304008483887,-0.7014478445053101,0.44284501671791077,-0.17661885917186737
166,0.03400000184774399,0.07029999792575836,0.05609999969601631,0.1429000049829483,0.2775000035762787,0.3237999975681305,0.3675999939441681,0.37689998745918274,0.20190000534057617,0.10450000315904617,0.7351899743080139,0.5572971701622009,-0.6789221167564392,0.4401566982269287,-0.21770769357681274
167,0.037300001829862595,0.06809999793767929,0.06319999694824219,0.1485999971628189,0.2572999894618988,0.3001999855041504,0.3391999900341034,0.35830000042915344,0.20270000398159027,0.10339999943971634,0.6858847141265869,0.5327609777450562,-0.6656027436256409,0.39073389768600464,-0.1721668690443039
168,0.03420000150799751,0.07779999822378159,0.0658000037074089,0.1665000021457672,0.32679998874664307,0.36730000376701355,0.3880000114440918,0.42179998755455017,0.24160000681877136,0.12860000133514404,0.7100043892860413,0.502129316329956,-0.6659510731697083,0.39945897459983826,-0.15734648704528809
169,0.07694999873638153,0.10520000010728836,0.14959999918937683,0.1886499971151352,0.22939999401569366,0.259550005197525,0.3125,0.3088499903678894,0.34005001187324524,0.21365000307559967,0.3525210916996002,0.18787416815757751,-0.4962891936302185,0.2471316009759903,0.11398021876811981
170,0.04769999906420708,0.09070000052452087,0.0856499969959259,0.17865000665187836,0.3559499979019165,0.41670000553131104,0.4472000002861023,0.47874999046325684,0.2809999883174896,0.15189999341964722,0.6785211563110352,0.49290603399276733,-0.6627625823020935,0.42909640073776245,-0.1488596349954605
171,0.04500000178813934,0.08744999766349792,0.0885000005364418,0.16740000247955322,0.311599999666214,0.3743000030517578,0.42160001397132874,0.4337500035762787,0.25975000858306885,0.14399999380111694,0.6530092358589172,0.4908062517642975,-0.6564188599586487,0.43157896399497986,-0.14524145424365997
172,0.04619999974966049,0.08160000294446945,0.08739999681711197,0.16019999980926514,0.2705000042915344,0.3172999918460846,0.3479999899864197,0.384799987077713,0.24860000610351562,0.13910000026226044,0.598530113697052,0.4288646876811981,-0.6201117038726807,0.3695395290851593,-0.0797041729092598
173,0.03440000116825104,0.061000000685453415,0.05739999935030937,0.1257999986410141,0.25690001249313354,0.30559998750686646,0.3375999927520752,0.3668999969959259,0.18880000710487366,0.09759999811649323,0.7093670964241028,0.5514705777168274,-0.6939287185668945,0.45705652236938477,-0.20349399745464325
174,0.03655000030994415,0.07620000094175339,0.05719999969005585,0.14319999516010284,0.38190001249313354,0.45829999446868896,0.46720001101493835,0.5011000037193298,0.226500004529953,0.11734999716281891,0.7818459272384644,0.5984945893287659,-0.7195436358451843,0.5307995080947876,-0.2794463038444519
175,0.04089999943971634,0.07500000298023224,0.06449999660253525,0.1573999971151352,0.36970001459121704,0.41999998688697815,0.46480000019073486,0.484499990940094,0.23669999837875366,0.12110000103712082,0.7562819123268127,0.5866189002990723,-0.7221192717552185,0.49405336380004883,-0.2534390985965729
176,0.011900000274181366,0.04430000111460686,0.01979999989271164,0.10130000114440918,0.3762499988079071,0.47099998593330383,0.4747999906539917,0.5069500207901001,0.1835000067949295,0.08164999634027481,0.9199352860450745,0.7065324783325195,-0.829319953918457,0.6483249068260193,-0.41072461009025574
177,0.026249999180436134,0.06769999861717224,0.0377499982714653,0.11694999784231186,0.35464999079704285,0.4327000081539154,0.5293999910354614,0.47769999504089355,0.20035000145435333,0.09790000319480896,0.8668782711029053,0.6878686547279358,-0.7732372879981995,0.6381217837333679,-0.4000629782676697
178,0.025100000202655792,0.07599999755620956,0.02879999950528145,0.1379999965429306,0.4625000059604645,0.5616000294685364,0.578000009059906,0.5917999744415283,0.18240000307559967,0.07649999856948853,0.9050757884979248,0.7662338018417358,-0.7675840854644775,0.6145251393318176,-0.48127225041389465
179,0.019999999552965164,0.04255000129342079,0.03020000085234642,0.09144999831914902,0.26409998536109924,0.33169999718666077,0.32670000195503235,0.36880001425743103,0.16204999387264252,0.07999999821186066,0.830764889717102,0.6065896153450012,-0.7695328593254089,0.5625971555709839,-0.2865757644176483
180,0.031300000846385956,0.05590000003576279,0.03799999877810478,0.10899999737739563,0.3023500144481659,0.36774998903274536,0.4065999984741211,0.4052000045776367,0.19269999861717224,0.1050499975681305,0.8290598392486572,0.5893677473068237,-0.758270263671875,0.5771916508674622,-0.30990129709243774
181,0.01484999991953373,0.03709999844431877,0.0251499991863966,0.07684999704360962,0.21299999952316284,0.260699987411499,0.2937000095844269,0.2933500111103058,0.16134999692440033,0.08094999939203262,0.8422455787658691,0.5678633451461792,-0.7756953239440918,0.5852112174034119,-0.24654078483581543
182,0.03280000016093254,0.06700000166893005,0.05860000103712082,0.13840000331401825,0.287200003862381,0.3375999927520752,0.3675999939441681,0.39259999990463257,0.21070000529289246,0.1080000028014183,0.7250117063522339,0.5458368062973022,-0.6916704773902893,0.4529644250869751,-0.19575928151607513
183,0.021649999544024467,0.04645000025629997,0.03440000116825104,0.10530000180006027,0.27364999055862427,0.3246000111103058,0.33980000019073486,0.36660000681877136,0.1805499941110611,0.09030000120401382,0.8161410689353943,0.5800976753234863,-0.759482204914093,0.5268478989601135,-0.2541637718677521
184,0.03269999846816063,0.066600002348423,0.05979999899864197,0.15029999613761902,0.28600001335144043,0.33799999952316284,0.3659999966621399,0.3978999853134155,0.2092999964952469,0.10559999942779541,0.7191169857978821,0.5521628260612488,-0.6920943260192871,0.4177803695201874,-0.19407008588314056
185,0.021700000390410423,0.05860000103712082,0.030799999833106995,0.12415000051259995,0.45285001397132874,0.5404499769210815,0.5198000073432922,0.5927000045776367,0.21330000460147858,0.09740000218153,0.888122022151947,0.6843810677528381,-0.797372043132782,0.6144110560417175,-0.37856414914131165
186,0.04520000144839287,0.08240000158548355,0.08489999920129776,0.16349999606609344,0.3093999922275543,0.37209999561309814,0.39959999918937683,0.4221999943256378,0.2493000030517578,0.13609999418258667,0.649535596370697,0.49187979102134705,-0.6580913066864014,0.4192861020565033,-0.14197689294815063
187,0.06379999965429306,0.10100000351667404,0.11919999867677689,0.18764999508857727,0.30915001034736633,0.35795000195503235,0.4058000147342682,0.4108999967575073,0.2543500065803528,0.13955000042915344,0.5459047555923462,0.4882185757160187,-0.6014207005500793,0.367596298456192,-0.11391805112361908
188,0.03269999846816063,0.05050000175833702,0.05739999935030937,0.0966000035405159,0.1851000040769577,0.20960000157356262,0.21819999814033508,0.24300000071525574,0.22450000047683716,0.13689999282360077,0.5834543108940125,0.22894960641860962,-0.6241161227226257,0.3862769901752472,0.05818318948149681
189,0.019099999219179153,0.05050000175833702,0.03245000168681145,0.10954999923706055,0.3614000082015991,0.45115000009536743,0.41179999709129333,0.48500001430511475,0.16474999487400055,0.07519999891519547,0.8539111018180847,0.6911704540252686,-0.7815271615982056,0.5797448754310608,-0.37207451462745667
190,0.02290000021457672,0.0466499999165535,0.03595000132918358,0.09929999709129333,0.22824999690055847,0.2757500112056732,0.33399999141693115,0.31540000438690186,0.2057500034570694,0.11140000075101852,0.8056493997573853,0.4997754693031311,-0.7548929452896118,0.541657030582428,-0.19244903326034546
191,0.025949999690055847,0.05445000156760216,0.04064999893307686,0.11585000157356262,0.3086000084877014,0.3831000030040741,0.4146000146865845,0.43140000104904175,0.18400000035762787,0.0913499966263771,0.8214167952537537,0.6388971209526062,-0.7678285837173462,0.5632010698318481,-0.3245640695095062
192,0.019600000232458115,0.04540000110864639,0.03009999915957451,0.09674999862909317,0.2909500002861023,0.3578000068664551,0.32820001244544983,0.4018999934196472,0.16019999980926514,0.07254999876022339,0.8319844007492065,0.6379289031028748,-0.7569593191146851,0.5446523427963257,-0.2926965355873108
193,0.03180000185966492,0.06040000170469284,0.05689999833703041,0.1298000067472458,0.26980000734329224,0.3255999982357025,0.35519999265670776,0.38929998874664307,0.2029000073671341,0.10199999809265137,0.7238534092903137,0.5538057684898376,-0.7093358635902405,0.4647422432899475,-0.19666045904159546
194,0.018799999728798866,0.04554999992251396,0.02459999918937683,0.09229999780654907,0.3127500116825104,0.39469999074935913,0.40400001406669617,0.42480000853538513,0.15360000729560852,0.06790000200271606,0.8852076530456543,0.7122271656990051,-0.7973529100418091,0.6280475854873657,-0.40698835253715515
