FuelClass,class_id,split,PortHills2017_stack_pre_B2,PortHills2017_stack_pre_B3,PortHills2017_stack_pre_B4,PortHills2017_stack_pre_B5,PortHills2017_stack_pre_B6,PortHills2017_stack_pre_B7,PortHills2017_stack_post_B2,PortHills2017_stack_post_B3,PortHills2017_stack_post_B4,PortHills2017_stack_post_B5,PortHills2017_stack_post_B6,PortHills2017_stack_post_B7,PortHills2017_stack_NBR_pre,PortHills2017_stack_NBR_post,PortHills2017_stack_dNBR,PortHills2017_stack_NDVI,PortHills2017_stack_BSI,PortHills2017_stack_severity,PortHills2017_stack_valid_data,PortHills2017_stack_elev,PortHills2017_stack_slope,PortHills2017_stack_northness
pasture,1,train,0.033172499388456345,0.07216750085353851,0.055172499269247055,0.47119250893592834,0.21439750492572784,0.10189499706029892,0.06449499726295471,0.09548749774694443,0.11251000314950943,0.28102999925613403,0.2569675147533417,0.1651725023984909,0.644399881362915,0.2596522867679596,264.2879638671875,0.7903640866279602,-0.3033781945705414,1.0,1.0,132.0,2.7802884578704834,-1.0
pasture,1,train,0.05698750168085098,0.09680750221014023,0.1314850002527237,0.3924599885940552,0.29937249422073364,0.15532749891281128,0.05212000012397766,0.057317499071359634,0.061524998396635056,0.097632497549057,0.13629749417304993,0.14751750230789185,0.4328913986682892,-0.20348766446113586,515.9194946289062,0.49809616804122925,-0.02111768163740635,2.0,1.0,111.0,12.070008277893066,0.6813226938247681
pasture,1,valid,0.03201749920845032,0.05374249815940857,0.055447500199079514,0.2528424859046936,0.14661000669002533,0.08250749856233597,0.033969998359680176,0.055131249129772186,0.05739999935030937,0.11895874887704849,0.11707500368356705,0.10006625205278397,0.5079320073127747,0.08625727891921997,301.21514892578125,0.6402899622917175,-0.17005448043346405,2.0,1.0,257.0,3.948037624359131,-0.23455262184143066
pasture,1,train,0.0261049997061491,0.042330000549554825,0.038589999079704285,0.20614750683307648,0.12007249891757965,0.059517499059438705,None,None,None,None,None,None,0.5519357323646545,None,None,0.6846417188644409,-0.18825064599514008,None,0.0,55.0,16.19993782043457,-1.8369701465288538e-16
pasture,1,train,0.054567500948905945,0.08336000144481659,0.1066799983382225,0.3309425115585327,0.25911250710487366,0.14878250658512115,0.05401749908924103,0.07882250100374222,0.08327750116586685,0.17185500264167786,0.15406249463558197,0.13456499576568604,0.37971755862236023,0.12169571220874786,137.56224060058594,0.5124565362930298,-0.026244422420859337,1.0,1.0,97.0,21.47460174560547,0.8229706287384033
pasture,1,train,0.031165000051259995,0.0638900026679039,0.07747499644756317,0.3203825056552887,0.1546124964952469,0.088639996945858,0.04040500149130821,0.05739999935030937,0.06509999930858612,0.11658000200986862,0.12933999300003052,0.109375,0.5665764212608337,0.03188687935471535,414.2299499511719,0.6105389595031738,-0.20468272268772125,2.0,1.0,342.0,7.696212291717529,0.11978697031736374
pasture,1,train,0.05508999899029732,0.09368625283241272,0.10988374799489975,0.3555000126361847,0.24508750438690186,0.1482599973678589,-0.017317499965429306,0.041903749108314514,0.04425499960780144,0.16200999915599823,0.1619962453842163,0.11994875222444534,0.4113863706588745,0.14917519688606262,141.7515869140625,0.5277714133262634,-0.07265094667673111,1.0,1.0,264.0,5.4343390464782715,-0.340320348739624
pasture,1,train,0.03875499963760376,0.06944499909877777,0.07065500319004059,0.33630499243736267,0.19544999301433563,0.11009000241756439,0.04056999832391739,0.05800500139594078,0.06685999780893326,0.1266999989748001,0.13522499799728394,0.1087149977684021,0.5067597031593323,0.07639700174331665,309.9031066894531,0.6527668833732605,-0.16993285715579987,2.0,1.0,399.0,20.834674835205078,0.9358148574829102
pasture,1,train,0.024015000090003014,0.04089999943971634,0.030504999682307243,0.2623024880886078,0.11649750173091888,0.05448500066995621,None,None,None,None,None,None,0.6560154557228088,None,None,0.7916378378868103,-0.3215060532093048,None,0.0,50.0,19.26384925842285,0.5558242201805115
pasture,1,valid,0.05071749910712242,0.08707249909639359,0.10582750290632248,0.40406501293182373,0.27918750047683716,0.14122000336647034,0.05972374975681305,0.08685249835252762,0.08151750266551971,0.22466875612735748,0.19355249404907227,0.1498274952173233,0.48203232884407043,0.1998451203107834,161.7276153564453,0.5849027037620544,-0.08307657390832901,1.0,1.0,158.0,13.84263801574707,0.06569371372461319
gorse_broom,2,train,0.017249999567866325,0.03900250047445297,0.022144999355077744,0.32562124729156494,0.11090125143527985,0.046111248433589935,0.0197525005787611,0.039250001311302185,0.026462500914931297,0.27300000190734863,0.09977749735116959,0.04563000053167343,0.7519116401672363,0.7135862708091736,-82.13422393798828,0.8726443648338318,-0.4408852458000183,0.0,1.0,383.0,16.98118019104004,0.4770907461643219
