FuelClass,class_id,split,pre_B2,pre_B3,pre_B4,pre_B5,pre_B6,pre_B7,post_B2,post_B3,post_B4,post_B5,post_B6,post_B7,NBR_pre,NBR_post,dNBR,NDVI,BSI,severity,valid_data,elev,slope,northness,OID,X,Y,source
gorse_broom,2,train,0.0281399991363286,0.0508549995720386,0.0398137494921684,0.3290449976921081,0.1628624945878982,0.0817237496376037,0.016754999756813,0.0271637495607137,0.0277137495577335,0.0518587492406368,0.0920637473464012,0.1066112518310546,0.6020936369895935,-0.3455070257186889,827.1410522460938,0.7841246724128723,-0.2759768664836883,3.0,1.0,265.0,14.696085929870604,0.8023767471313477,55,1568687.3393,5170165.1721,original_211
gorse_broom,2,train,0.0253625009208917,0.05961374938488,0.0397312492132186,0.4436512589454651,0.1755400002002716,0.0739412531256675,0.0484074987471103,0.057592500001192,0.0677950009703636,0.1107774972915649,0.1315124928951263,0.1178449988365173,0.7142877578735352,-0.0309134051203727,624.7415771484375,0.8356115221977234,-0.3708140552043915,2.0,1.0,347.0,32.97481155395508,0.0249509885907173,57,1570007.5820000004,5169114.8295,original_211
gorse_broom,2,train,0.0421237498521804,0.0706000030040741,0.0775849968194961,0.3675724864006042,0.2360675036907196,0.1307699978351593,0.0563824996352195,0.0780799984931945,0.0866324976086616,0.1557399928569793,0.1633574962615966,0.1485899984836578,0.4751802086830139,0.0234942324459552,331.2264099121094,0.6514267325401306,-0.1327765434980392,2.0,1.0,241.0,34.36441421508789,0.8522341251373291,58,1569289.6904999996,5170926.0371,original_211
gorse_broom,2,train,0.017552500590682,0.0335300005972385,0.0231899991631507,0.2361499965190887,0.0985125005245208,0.0416424982249736,0.0334612503647804,0.0578950010240078,0.0528899990022182,0.1932912468910217,0.1155212521553039,0.0853125005960464,0.7001898884773254,0.3875710666179657,192.15924072265625,0.8211613893508911,-0.3516202569007873,1.0,1.0,290.0,19.85539627075196,-0.1344816833734512,60,1569280.8428999996,5169160.2927,original_211
gorse_broom,2,valid,0.0321687497198581,0.0560249984264373,0.0520649999380111,0.3317125141620636,0.1814524978399276,0.0896437466144561,0.1613225042819976,0.1754025071859359,0.1801324933767318,0.2303887456655502,0.2994549870491028,0.3204237520694732,0.5744990110397339,-0.1634585261344909,617.4979248046875,0.7286708950996399,-0.218218982219696,2.0,1.0,181.0,17.567747116088867,0.8692127466201782,61,1567804.4304,5169720.8927,original_211
gorse_broom,2,train,0.0237812492996454,0.0579637512564659,0.034740000963211,0.4620350003242492,0.1594800055027008,0.0645087510347366,0.0363074988126754,0.051240000873804,0.0601775012910366,0.1498274952173233,0.1362700015306472,0.0972200036048889,0.7549728751182556,0.2129448801279068,421.56842041015625,0.8601378798484802,-0.4287951588630676,2.0,1.0,352.0,29.631898880004883,-0.4268808960914612,62,1569993.4434000002,5169199.6446,original_211
gorse_broom,2,train,0.0496449992060661,0.0832775011658668,0.0996399968862533,0.2953299880027771,0.2942574918270111,0.1748249977827072,0.0498649999499321,0.0746287479996681,0.0774337500333786,0.1990524977445602,0.1872825026512146,0.124279998242855,0.2563090920448303,0.231255754828453,-95.40625,0.4954553544521332,0.0662123709917068,0.0,1.0,224.0,18.29547882080078,0.9792051315307616,63,1568144.006,5170941.2233,original_211
gorse_broom,2,train,0.0269987508654594,0.0507449992001056,0.0388787500560283,0.3555000126361847,0.1473249942064285,0.0693074986338615,0.0647149980068206,0.0713699981570243,0.07846499979496,0.1073675006628036,0.1599474996328354,0.1932500004768371,0.6736992597579956,-0.2856869697570801,838.9266357421875,0.8028354644775391,-0.3451628983020782,3.0,1.0,261.0,18.295654296875,0.9791950583457948,64,1568143.4304999998,5169241.4734,original_211
gorse_broom,2,train,0.046509999781847,0.0783962532877922,0.0820812508463859,0.3136174976825714,0.2512887418270111,0.1397075057029724,0.0579912513494491,0.0911424979567527,0.0872787535190582,0.2179725021123886,0.1902800053358078,0.1451937556266784,0.3836320638656616,0.20040063560009,62.77181625366211,0.5851326584815979,-0.0385834127664566,0.0,1.0,179.0,12.595151901245115,0.4346923232078552,65,1567936.1722,5171080.7754,original_211
gorse_broom,2,train,0.0491225011646747,0.0873750001192092,0.0992825031280517,0.3243424892425537,0.3019574880599975,0.1819750070571899,0.0350974984467029,0.0593249984085559,0.0610300004482269,0.1926037520170211,0.1731200069189071,0.1085224971175193,0.2811822593212127,0.2792225778102875,-118.49991607666016,0.531271755695343,0.0358523577451705,0.0,1.0,166.0,10.302170753479004,0.1781127303838729,66,1567888.7708,5171154.9214,original_211
gorse_broom,2,train,0.0159850008785724,0.0331999994814395,0.0217599999159574,0.2418700009584427,0.0919125005602836,0.038562498986721,0.0144175002351403,0.0320449993014335,0.0235200002789497,0.2058999985456466,0.083965003490448,0.0394424982368946,0.7249783873558044,0.6784698963165283,-73.95110321044922,0.8349201679229736,-0.3880802989006042,0.0,1.0,355.0,20.57364654541016,-0.3018895983695984,67,1569489.5296999998,5169112.6464,original_211
gorse_broom,2,train,0.0306975003331899,0.0598750002682209,0.0498099997639656,0.3795075118541717,0.1617075055837631,0.0812425017356872,0.0561624988913536,0.0590225011110305,0.0684550032019615,0.1005199998617172,0.1396799981594085,0.1589300036430359,0.6473467350006104,-0.2251300811767578,752.0172119140625,0.7679572701454163,-0.3195758461952209,3.0,1.0,263.0,18.09897232055664,0.9905911684036256,68,1568001.9348999998,5169271.816,original_211
gorse_broom,2,valid,0.0259949993342161,0.0556125007569789,0.0406662486493587,0.402415007352829,0.1629312485456466,0.0726625025272369,0.0484349988400936,0.0587475001811981,0.0635600015521049,0.106514997780323,0.1361600011587143,0.1345099955797195,0.6941025257110596,-0.1161497756838798,689.792724609375,0.8164388537406921,-0.3557117581367492,3.0,1.0,372.0,11.202692985534668,0.7356064915657043,70,1569426.5296999998,5170363.3758,original_211
gorse_broom,2,valid,0.0241250004619359,0.0395799987018108,0.0421512499451637,0.1559049934148788,0.1553687453269958,0.0832775011658668,0.0410099998116493,0.0508824996650218,0.0554750002920627,0.0867699980735778,0.1024449989199638,0.1059375032782554,0.3036488890647888,-0.0994642153382301,282.65350341796875,0.5743507146835327,0.0463249906897544,2.0,1.0,352.0,16.407257080078125,0.5497562289237976,72,1569310.9193000002,5170416.4621,original_211
